"No.","Zone Name","Zone Channel Member","Zone Channel Member RX Frequency","Zone Channel Member TX Frequency","A Channel","A Channel RX Frequency","A Channel TX Frequency","B Channel","B Channel RX Frequency","B Channel TX Frequency","Zone Hide "
"1","Favorites","Lucedale|Mississippi|Mississippi TAC|Geeks in Jeeps|BM Disconnect|BM Parrot-1|FDMR Mississippi|FDMR Southeast|FDMR Disc|TGIF Parrot|TGIF Exit","440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500","440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500","Lucedale","440.92500","440.92500","Lucedale","440.92500","440.92500","0"
"2","George HS","Lucedale|Mississippi|Mississippi TAC|Southeast|First Coast,FL|US Hurricane Net|Kingsland, GA|Alabama|Alabama Link|Florida|Louisiana|SE Louisiana|Texas|BM Parrot-1|BM Disconnect","440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500","440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500","Lucedale","440.92500","440.92500","Alabama Link","440.92500","440.92500","0"
"3","George Rpt","Lucedale VHF|Lucedale Cross|Greene VHF|Greene UHF|Lucedale Sim .12|Greene Sim .00|Lucedale TAC1|Rpt GC3 North Am|Rpt GC MS SW|Rpt GC SE Region|Rpt Lucedale TG|Rpt GC9 Local|Rpt GC Hurricane|Rpt GC 1st Coast|Rpt GC MS TAC|Rpt GC Kingsland|Rpt GC Disc TS2|Rpt GC Disc TS1|Rpt GC Parrot|Rpt GC WW Eng|Rpt GC WW|Rpt GC North Am|RptGC USA TAC310|RptGC USA TAC311|RptGC USA TAC312|RpGC USA Calling|Rpt GC AL SW|Rpt GC FL SW|Rpt GC LA SW|Rpt GC TX SW|Rpt GC AL Link|Rpt GC SE LA","147.12000|145.33000|147.00000|444.22500|147.12000|147.00000|146.42000|444.20000|444.20000|444.20000|444.20000|444.20000|444.20000|444.20000|444.20000|444.20000|444.20000|444.20000|444.20000|444.20000|444.20000|444.20000|444.20000|444.20000|444.20000|444.20000|444.20000|444.20000|444.20000|444.20000|444.20000|444.20000","147.72000|446.80000|147.60000|449.22500|147.12000|147.00000|146.42000|449.20000|449.20000|449.20000|449.20000|449.20000|449.20000|449.20000|449.20000|449.20000|449.20000|449.20000|449.20000|449.20000|449.20000|449.20000|449.20000|449.20000|449.20000|449.20000|449.20000|449.20000|449.20000|449.20000|449.20000|449.20000","Rpt GC9 Local","444.20000","449.20000","Lucedale VHF","147.12000","147.72000","0"
"4","Hattiesburg Rpt","Hattiesburg .670|Hattiesburg .775|Hattiesburg .315|W5NRU-L|N5LRQ|W5CJR|W5USM AllStar|K5IJX","146.67000|146.77500|147.31500|442.70000|442.72500|443.70000|444.35000|444.77500","146.07000|146.17500|147.91500|447.70000|447.72500|448.70000|449.35000|449.77500","Hattiesburg .775","146.77500","146.17500","Hattiesburg .670","146.67000","146.07000","0"
"5","Mississippi","Mississippi|Mississippi TAC|Lucedale|MS XRF813 A|Northeast MS|Blind Hams-ASL|Amory MS|West Point MS|BM Parrot-1|BM Disconnect|FDMR Mississippi|FDMR Disc","440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500","440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500","Mississippi","440.92500","440.92500","Mississippi TAC","440.92500","440.92500","0"
"6","Simplex","2M Call|Simplex 146.535|Nat ARES Smplx|Simplex 146.565|Simplex 146.580|Simplex 146.595|Simplex 147.495|Simplex 147.510|Simplex 147.525|Simplex 147.540|Simplex 147.555|Simplex 147.570|Simplex 147.585|Simplex 223.400|Simplex 223.420|Simplex 223.440|Simplex 223.460|Simplex 223.480|220 Simplex Call|Simplex 223.520|Simplex 223.540|Simplex 223.560|Simplex 223.580|Simplex 223.600|Simplex 223.620|Simplex 223.640|Simplex 445.9125|Simplex 445.9250|Simplex 445.9375|Simplex 445.9500|Simplex 445.9625|Simplex 445.9750|Simplex 445.9875|70cm Call 446.00|Simplex 446.0125|Simplex 446.0250|Simplex 446.0375|Simplex 446.0500|Simplex 446.0625|Simplex 446.0750|Simplex 446.0875|Simplex 446.1000|Simplex 446.1125|Simplex 446.1250|Simplex 446.1375|Simplex 446.1500|Simplex 446.1625|Simplex 446.1750","146.52000|146.53500|146.55000|146.56500|146.58000|146.59500|147.49500|147.51000|147.52500|147.54000|147.55500|147.57000|147.58500|223.40000|223.42000|223.44000|223.46000|223.48000|223.50000|223.52000|223.54000|223.56000|223.58000|223.60000|223.62000|223.64000|445.91250|445.92500|445.93750|445.95000|446.96250|445.97500|445.98750|446.00000|446.01250|446.02500|446.03750|446.05000|446.06250|446.07500|446.08750|446.10000|446.11250|446.12500|446.13750|446.15000|446.16250|446.17500","146.52000|146.53500|146.55000|146.56500|146.58000|146.59500|147.49500|147.51000|147.52500|147.54000|147.55500|147.57000|147.58500|223.40000|223.42000|223.44000|223.46000|223.48000|223.50000|223.52000|223.54000|223.56000|223.58000|223.60000|223.62000|223.64000|445.91250|445.92500|445.93750|445.95000|445.96250|445.97500|445.98750|446.00000|446.01250|446.02500|446.03750|446.05000|446.06250|446.07500|446.08750|446.10000|446.11250|446.12500|446.13750|446.15000|446.16250|446.17500","2M Call","146.52000","146.52000","70cm Call 446.00","446.00000","446.00000","0"
"7","DMR Simplex","DMR Sim 146.420|DMR Sim 146.440|DMR Sim 146.460|DMR Sim 147.420|DMR Sim 147.440|DMR Sim 147.460|DMR Sim 147.480|DMR Simp 223.660|DMR Simp 223.680|DMR Simp 223.700|DMR Simp 223.720|DMR Simp 223.740|DMR Simp 223.760|DMR Simp 223.780|DMR Sim 440.9125|DMR Sim 440.9250|DMR Sim 440.9375|DMR Sim 440.9500|DMR Sim 440.9625|DMR Sim 440.9750|DMR Sim 440.9875|DMR Sim 441.00|DMR Sim 441.0125|DMR Sim 441.0250|DMR Sim 441.0375|DMR Sim 441.0500|DMR Sim 441.0625|DMR Sim 441.0750|DMR Sim 441.0875|DMR Sim 441.1000|DMR Sim 441.1125|DMR Sim 441.1250|DMR Sim 441.1375|DMR Sim 441.1500|DMR Sim 441.1625|DMR Sim 441.1750","146.42000|146.44000|146.46000|147.42000|147.44000|147.46000|147.48000|223.66000|223.68000|223.70000|223.72000|223.74000|223.76000|223.78000|440.91250|440.92500|440.93750|440.95000|440.96250|440.97500|440.98750|441.00000|441.01250|441.02500|441.03750|441.05000|441.06250|441.07500|441.08750|441.10000|441.11250|441.12500|441.13750|441.15000|441.16250|441.17500","146.42000|146.44000|146.46000|147.42000|147.44000|147.46000|147.48000|223.66000|223.68000|223.70000|223.72000|223.74000|223.76000|223.78000|440.91250|440.92500|440.93750|440.95000|440.96250|440.97500|440.98750|441.00000|441.01250|441.02500|441.03750|441.05000|441.06250|441.07500|441.08750|441.10000|441.11250|441.12500|441.13750|441.15000|441.16250|441.17500","DMR Sim 146.440","146.44000","146.44000","DMR Sim 146.420","146.42000","146.42000","0"
"8","Alabama","Alabama|Alabama TAC|Alabama Link|Gulf Coast, AL|Old Quadnet, AL|Alabama ALERT|Huntsville, Al|Central Alabama|Northwest AL|East Alabama|Tuscaloosa, AL|Tallapoosa Co,AL|Chelsea, AL|96 ARC, AL|Alexander, AL|Pinson, AL MMDVM|BM Disconnect|BM Parrot-1|FDMR Alabama|FDMR AlabamaLink|FDMR Disc","440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500","440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500","Alabama TAC","440.92500","440.92500","Alabama","440.92500","440.92500","0"
"9","Alaska","Alaska|Alaska TAC|AK Contesting|Alaska SkyWarn|Fairbanks AK-YSF|FDMR Alaska|BM Disconnect|BM Parrot-1|FDMR Disc","440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500","440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500","Alaska TAC","440.92500","440.92500","Alaska","440.92500","440.92500","0"
"10","Arizona","Arizona|Arizona TAC|Arizona EmComm|AZ OEI Rpt Group|Tucson Arizona|Payson Arizona|Ash Fork Arizona|Pinetop-Lakeside|BM Disconnect|BM Parrot-1|FDMR Arizona|FDMR Disc","440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500","440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500","Arizona TAC","440.92500","440.92500","Arizona","440.92500","440.92500","0"
"11","Arkansas","Arkansas|Arkansas TAC|Arkansas WX|Arkansas ARES|North Central,AR|Northwest, AR|LittleRock Metro|Little Rock, AR|Harrison, AR|Jonesboro, AR|Mena, AR|HotSprings Local|Pine Bluff Local|Jasper, AR|Malvern, AR|Marianna, AR|Royal, AR|Conway, AR-YSF|2M Crew, AR|KC5DJR-R|BM Disconnect|BM Parrot-1|FDMR Arkansas|FDMR ArkansasTAC|FDMR NW Arkansas|FDMR FAY AR|FDMR LittleRock|FDMR Disc","440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500","440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500","Arkansas TAC","440.92500","440.92500","Arkansas","440.92500","440.92500","0"
"12","California","California|California TAC|California 1|Mtn West|Mtn West-1|CalNet|NorCal AllStar|SoCal|SoCal 1|NorCal|NorCal 1|NorCal Disaster|NorCal 5150|NorCal-DMR|Western States|Ventura County-1|Ventura County-2|Palos Verdes ARC|PVARC-?|SantaBarbara, CA|Clara County, CA|Sonoma Co, CA|BayNet|BayCom-1|BayCom-2|Bay Area ARC|Bay Area-1|San Francisco-1|San Francisco-2|California CDM|PAPA Chat|PAPA Bridge|CA Alert Radio|PINOYHAMS, CA|CA FDMRCCU|Tri-Lert ERT|California CARLA|Kings of Digital|C.A.R.E.S. Ecom|Jefferson State|SanDiego S&R|SanDiego K6RRR-1|SanDiego K6RRR-2|SanDiego K6RRR-3|SanDiego W6RDX-1|SanDiego W6RDX-2|Redlands, CA-1|FDMR Disc|FDMR BayArea Dig|FDMR Western Dig|FDMR San Diego|FDMR NorCal|FDMR CA TAC|FDMR CA Link|FDMR California|BM Parrot-1|BM Disconnect|Alphabet Club,CA|Vallejo, CA|Portola Valley|Blythe, CA|Unknown CA-1|Bear Mountain,CA|Walnut Grove, CA|Vacaville, CA|Tehachapi, CA|San Jose, CA|Escondido, CA|Hayward, CA|Fallbrook, CA|Sacrament Valley|Newport Beach,CA|Calimesa, CA|Valley Center,CA|Wilton, CA|Sausalito, CA|Livermore, CA|Pittsburg, CA","440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500","440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500","California","440.92500","440.92500","California TAC","440.92500","440.92500","0"
"13","Colorado","Colorado|Colorado Chat|Colorado-Link|Colorado ARESDEC|Colorado ARES|Colorado WA0RES|Severe WX, CO|NorthernColorado|Western Colorado|Ski Co ARC, CO|Colorado IRG|Fun Machine, CO|Colorado HD|Hytera USA, CO|Castle Rock,CO-1|Castle Rock,CO-2|Castle Rock,CO-3|Squaw Mtn, CO|Denver Colorado|Denver RadioClub|Denver SkyHUB,CO|Rocky Mtn HR, CO|Rocky Mtn Rad,CO|North Mtn FR, CO|Almagre Mtn, CO|Pueblo Colorado|Park County, CO|Parker Colorado|Boulder South,CO|Golden, CO|Durango Colorado|Red Feather, CO|Silverthorne, CO|Simla Colorado|Lakewood, CO|BM Disconnect|BM Parrot-1|FDMR Colorado|FDMR Disc","440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500","440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500","Colorado Chat","440.92500","440.92500","Colorado","440.92500","440.92500","0"
"14","Connecticut","Connecticut|Connecticut TAC|Connecticut Chat|Connecticut PVRA|Connecticut CDRA|Cornwall, CT|Bristol, CT|BM Disconnect|BM Parrot-1|FDMR Connecticut|FDMR Disc","440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500","440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500","Connecticut TAC","440.92500","440.92500","Connecticut","440.92500","440.92500","0"
"15","Delaware","Delaware|Delaware TAC|BM Parrot-1|BM Disconnect|FDMR Delaware|FDMR Disc","440.92500|440.92500|440.92500|440.92500|440.92500|440.92500","440.92500|440.92500|440.92500|440.92500|440.92500|440.92500","Delaware TAC","440.92500","440.92500","Delaware","440.92500","440.92500","0"
"16","D. C.","Washington D.C.|D.C.-TAC|BM Parrot-1|BM Disconnect|FDMR Delaware|FDMR Disc","440.92500|440.92500|440.92500|440.92500|440.92500|440.92500","440.92500|440.92500|440.92500|440.92500|440.92500|440.92500","D.C.-TAC","440.92500","440.92500","Washington D.C.","440.92500","440.92500","0"
"17","Florida","Florida|Florida TAC|First Coast,FL|West Central,FL|TreasureCoast,FL|Nature Coast, FL|Gulf Coast, FL|Southeast, FL-1|Southeast, FL-2|Florida DEARS|Florida ARES|Florida NE ARES|Orlando Florida1|Orlando Florida2|Orlando Florida3|Milton Florida-1|Milton Florida-2|Beverly Hills,FL|Palm Bay,FL-1|Palm Bay,FL-2|Palm Bay,FL-3|Palm Coast,FL|W PalmBeach,FL-1|W PalmBeach,FL-2|Pompano Beach,FL|Englewood,FL|Punta Gorda,FL-1|Punta Gorda,FL-2|Jacksonville,FL1|Jacksonville,FL2|Hudson,FL-1|Hudson,FL-2|Space Center,FL|Portable RPT,FL|BRARA SE-FL|Florida HotSpots|Marco Island,FL|Lake Worth Ch,FL|Callahan,FL|Fort Myers,FL|Pensacola,FL|Miami Florida|Deland Florida|Ocala Florida|St Augustine,FL|Sarasota Florida|Cudjoe Key,FL|Key West Florida|Okeechobee, FL|Allstar 46031,FL|Wellington,FL|BM Parrot-1|BM Disconnect|FDMR Florida|FDMR FloridaKeys|FDMR Disc","440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500","440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500","Florida TAC","440.92500","440.92500","Florida","440.92500","440.92500","0"
